Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_geographiques_x,coordonnees_geographiques_y
27107,BOURNEVILLE STE CROIX,27500,BOURNEVILLE,BOURNEVILLE STE CROIX,49.398763585,0.624705032
27113,BRETIGNY,27800,,BRETIGNY,49.214816573,0.663018331
27114,BREUILPONT,27640,,BREUILPONT,48.964877731,1.439822416
27130,CAPELLE LES GRANDS,27270,,CAPELLE LES GRANDS,49.04852617,0.471342475
27132,CAUGE,27180,,CAUGE,49.025064657,1.042467172
27141,CHAMP DOLENT,27190,,CHAMP DOLENT,48.958306192,1.008754645
27154,CHAVIGNY BAILLEUL,27220,,CHAVIGNY BAILLEUL,48.87995466,1.196479373
27155,CHENNEBRUN,27820,,CHENNEBRUN,48.684119956,0.774925654
27157,MARBOIS,27160,ST DENIS DU BEHELAN,MARBOIS,48.88208544,0.965668297
27161,CLAVILLE,27180,,CLAVILLE,49.048859001,1.018461505
27170,CORMEILLES,27260,,CORMEILLES,49.251793326,0.384226245
27171,LE CORMIER,27120,,LE CORMIER,48.984862349,1.296715213
27173,CORNEVILLE LA FOUQUETIERE,27300,,CORNEVILLE LA FOUQUETIERE,49.059472185,0.702558194
27182,COURTEILLES,27130,,COURTEILLES,48.738534013,1.000213188
27184,CRASVILLE,27400,,CRASVILLE,49.204825642,1.072277726
27193,CROTH,27530,,CROTH,48.851090639,1.36831929
27198,MESNILS SUR ITON,27160,CONDE SUR ITON,MESNILS SUR ITON,48.848498895,1.05233504
27199,DANGU,27720,,DANGU,49.26174012,1.688156719
27204,DOUDEAUVILLE EN VEXIN,27150,,DOUDEAUVILLE EN VEXIN,49.322857906,1.589618046
27206,DROISY,27320,,DROISY,48.797716447,1.125754215
27208,DURANVILLE,27230,,DURANVILLE,49.143175106,0.500001738
27213,VEXIN SUR EPTE,27630,BUS ST REMY,VEXIN SUR EPTE,49.180317892,1.58166927
27213,VEXIN SUR EPTE,27630,ECOS,VEXIN SUR EPTE,49.180317892,1.58166927
27213,VEXIN SUR EPTE,27630,FOURGES,VEXIN SUR EPTE,49.180317892,1.58166927
27214,ECOUIS,27440,,ECOUIS,49.306797174,1.430973556
27218,EPAIGNES,27260,,EPAIGNES,49.273351014,0.454306003
27222,EPREVILLE EN LIEUVIN,27560,,EPREVILLE EN LIEUVIN,49.205095621,0.537619195
27227,ETREVILLE,27350,,ETREVILLE,49.380160393,0.655173232
27228,ETURQUERAYE,27350,,ETURQUERAYE,49.369218788,0.688277287
27235,FAVEROLLES LA CAMPAGNE,27190,,FAVEROLLES LA CAMPAGNE,49.019732206,0.927221011
27238,FERRIERES HAUT CLOCHER,27190,,FERRIERES HAUT CLOCHER,49.020332356,0.987598152
27240,LA FERRIERE SUR RISLE,27760,,LA FERRIERE SUR RISLE,48.97812187,0.785966217
27242,LE FIDELAIRE,27190,,LE FIDELAIRE,48.943811855,0.802360355
27251,FONTAINE L ABBE,27470,,FONTAINE L ABBE,49.088249522,0.687917159
27256,LA FORET DU PARC,27220,,LA FORET DU PARC,48.927291,1.241203107
27259,FOUCRAINVILLE,27220,,FOUCRAINVILLE,48.927483092,1.319886492
27261,FOUQUEVILLE,27370,,FOUQUEVILLE,49.222385038,0.963255003
27263,LE PERREY,27500,FOURMETOT,LE PERREY,49.390612805,0.554781283
27263,LE PERREY,27680,ST OUEN DES CHAMPS,LE PERREY,49.390612805,0.554781283
27266,FRANQUEVILLE,27800,,FRANQUEVILLE,49.173391054,0.685942493
27275,GAILLON,27600,,GAILLON,49.158932793,1.346175179
27284,GISORS,27140,,GISORS,49.278861756,1.768430505
27286,GIVERVILLE,27560,,GIVERVILLE,49.191804945,0.568125315
27289,LA GOULAFRIERE,27390,,LA GOULAFRIERE,48.947343985,0.431518691
27290,GOUPIL OTHON,27170,LE TILLEUL OTHON,GOUPIL OTHON,49.119523661,0.775621881
27294,VAL D ORGER,27380,GRAINVILLE,VAL D ORGER,49.341356551,1.388564813
27295,GRAND CAMP,27270,,GRAND CAMP,49.043885168,0.53344891
27300,GROSLEY SUR RISLE,27170,,GROSLEY SUR RISLE,49.045435109,0.805054074
27307,GUISENIERS,27700,,GUISENIERS,49.213881375,1.478179112
27318,LA HAYE DE CALLEVILLE,27800,,LA HAYE DE CALLEVILLE,49.186865492,0.776386893
27320,LA HAYE DU THEIL,27370,,LA HAYE DU THEIL,49.238448743,0.875865073
27329,HENNEZIS,27700,,HENNEZIS,49.190503666,1.456612737
27332,HEUDEBOUVILLE,27400,,HEUDEBOUVILLE,49.192430563,1.236824538
27334,HEUDREVILLE EN LIEUVIN,27230,,HEUDREVILLE EN LIEUVIN,49.193805819,0.504682641
27336,LA HEUNIERE,27950,,LA HEUNIERE,49.064612205,1.412654088
27341,L HOSMES,27570,,L HOSMES,48.789475809,1.032166873
27342,HOUETTEVILLE,27400,,HOUETTEVILLE,49.129185565,1.090506929
27343,HOULBEC COCHEREL,27120,,HOULBEC COCHEREL,49.064064917,1.361066255
27346,HOUVILLE EN VEXIN,27440,,HOUVILLE EN VEXIN,49.300204273,1.357965674
27348,IGOVILLE,27460,,IGOVILLE,49.32317521,1.15073882
27351,INCARVILLE,27400,,INCARVILLE,49.251811858,1.154084905
27355,IVRY LA BATAILLE,27540,,IVRY LA BATAILLE,48.886226343,1.446902465
27358,JOUY SUR EURE,27120,,JOUY SUR EURE,49.049121264,1.291213773
27365,LERY,27690,,LERY,49.287441332,1.195356246
27374,LOUVERSEY,27190,,LOUVERSEY,48.990772264,0.915609501
27378,LA MADELEINE DE NONANCOURT,27320,,LA MADELEINE DE NONANCOURT,48.790211487,1.217757113
27383,MANDRES,27130,,MANDRES,48.753118783,0.851354274
27384,MANNEVILLE LA RAOULT,27210,,MANNEVILLE LA RAOULT,49.368776468,0.327804891
27401,LE MESNIL FUGUET,27930,,LE MESNIL FUGUET,49.072937323,1.113196341
27413,MONTFORT SUR RISLE,27290,,MONTFORT SUR RISLE,49.294858394,0.670518096
27414,MONTREUIL L ARGILLE,27390,ST AQUILIN D AUGERONS,MONTREUIL L ARGILLE,48.93944599,0.467972935
27425,NASSANDRES SUR RISLE,27170,PERRIERS LA CAMPAGNE,NASSANDRES SUR RISLE,49.14237939,0.714290167
27426,NEAUFLES ST MARTIN,27830,,NEAUFLES ST MARTIN,49.277555872,1.726408944
27427,NEAUFLES AUVERGNY,27250,AUVERGNY,NEAUFLES AUVERGNY,48.874702476,0.744632052
27427,NEAUFLES AUVERGNY,27250,NEAUFLES SUR RISLE,NEAUFLES AUVERGNY,48.874702476,0.744632052
27430,LA NEUVE GRANGE,27150,,LA NEUVE GRANGE,49.360228929,1.557904416
27432,LA NEUVILLE DU BOSC,27890,,LA NEUVILLE DU BOSC,49.194245843,0.815102406
27435,LA NOE POULAIN,27560,,LA NOE POULAIN,49.270671481,0.519392173
27437,NOJEON EN VEXIN,27150,,NOJEON EN VEXIN,49.329206223,1.556627153
27447,LE VAL DORE,27190,ORVAUX,LE VAL DORE,48.946632777,0.99214952
27451,PARVILLE,27180,,PARVILLE,49.031916036,1.092381046
27460,PLAINVILLE,27300,,PLAINVILLE,49.079093144,0.49990476
27467,PONT AUDEMER,27500,,PONT AUDEMER,49.345765639,0.521086602
27467,PONT AUDEMER,27500,ST GERMAIN VILLAGE,PONT AUDEMER,49.345765639,0.521086602
27469,PONT DE L ARCHE,27340,,PONT DE L ARCHE,49.291189548,1.143921981
27471,PORTE DE SEINE,27100,TOURNEDOS SUR SEINE,PORTE DE SEINE,49.26369909,1.260889187
27474,POSES,27740,,POSES,49.299762821,1.240762804
27475,LA POTERIE MATHIEU,27560,,LA POTERIE MATHIEU,49.252579444,0.521728839
27478,PREY,27220,,PREY,48.957980233,1.219531268
27480,PUCHAY,27150,,PUCHAY,49.354242314,1.52594943
27481,PULLAY,27130,,PULLAY,48.727919325,0.864197008
27482,LA PYLE,27370,,LA PYLE,49.199891122,0.89723084
27483,QUATREMARE,27400,,QUATREMARE,49.184045862,1.080759138
27485,QUILLEBEUF SUR SEINE,27680,,QUILLEBEUF SUR SEINE,49.470284163,0.5019033
27497,ROUGEMONTIERS,27350,,ROUGEMONTIERS,49.358195774,0.723949231
27501,ROUVRAY,27120,,ROUVRAY,49.066112927,1.339836512
27511,ST AUBIN D ECROSVILLE,27110,,ST AUBIN D ECROSVILLE,49.142770028,0.986693096
27516,TREIS SANTS EN OUCHE,27270,ST QUENTIN DES ISLES,TREIS SANTS EN OUCHE,49.059907621,0.62630643
27524,STE COLOMBE LA COMMANDERIE,27110,,STE COLOMBE LA COMMANDERIE,49.107530676,0.935501622
27533,ST DENIS LE FERMENT,27140,,ST DENIS LE FERMENT,49.322389877,1.718071161
27536,ST ELOI DE FOURQUES,27800,,ST ELOI DE FOURQUES,49.235709142,0.803426269
27547,ST GERMAIN LA CAMPAGNE,27230,,ST GERMAIN LA CAMPAGNE,49.052315374,0.412213942
27548,ST GERMAIN SUR AVRE,27320,,ST GERMAIN SUR AVRE,48.773092321,1.262333311
27552,ST JEAN DU THENNEY,27270,,ST JEAN DU THENNEY,49.014752215,0.458349036
27554,LA CHAPELLE LONGUEVILLE,27950,LA CHAPELLE REANVILLE,LA CHAPELLE LONGUEVILLE,49.111491791,1.436306231
27554,LA CHAPELLE LONGUEVILLE,27950,ST JUST,LA CHAPELLE LONGUEVILLE,49.111491791,1.436306231
27557,ST LEGER DE ROTES,27300,,ST LEGER DE ROTES,49.11234885,0.661706919
27558,ST LEGER DU GENNETEY,27520,,ST LEGER DU GENNETEY,49.282525822,0.75163284
27561,ST MACLOU,27210,,ST MACLOU,49.362111455,0.413513408
27567,STE MARIE DE VATIMESNIL,27150,,STE MARIE DE VATIMESNIL,49.271729834,1.580921507
27568,STE MARTHE,27190,,STE MARTHE,48.957015417,0.88096891
27569,ST MARTIN DU TILLEUL,27300,,ST MARTIN DU TILLEUL,49.106486553,0.526191589
27576,STE OPPORTUNE DU BOSC,27110,,STE OPPORTUNE DU BOSC,49.168185935,0.840541325
27577,STE OPPORTUNE LA MARE,27680,,STE OPPORTUNE LA MARE,49.424410094,0.534814675
27591,ST PIERRE DE CORMEILLES,27260,,ST PIERRE DE CORMEILLES,49.238488743,0.364689494
27594,ST PIERRE DES IFS,27450,,ST PIERRE DES IFS,49.266076642,0.608177586
27601,ST SAMSON DE LA ROQUE,27680,,ST SAMSON DE LA ROQUE,49.42572288,0.424990429
27614,SANCOURT,27150,,SANCOURT,49.35294143,1.676682153
27621,SEREZ,27220,,SEREZ,48.9331804,1.357718692
27629,THIBERVILLE,27230,,THIBERVILLE,49.13211095,0.440025129
27638,LE THUIT DE L OISON,27370,LE THUIT SIGNOL,LE THUIT DE L OISON,49.260933216,0.941135608
27643,TILLIERES SUR AVRE,27570,,TILLIERES SUR AVRE,48.761045349,1.028163981
27659,LA TRINITE,27930,,LA TRINITE,48.987019866,1.236294333
27660,LA TRINITE DE REVILLE,27270,,LA TRINITE DE REVILLE,48.966918117,0.510878178
27668,LE VAL DAVID,27120,,LE VAL DAVID,48.979620051,1.262206921
27672,VASCOEUIL,27910,,VASCOEUIL,49.445820024,1.385737641
27684,LE VIEIL EVREUX,27930,,LE VIEIL EVREUX,49.003444075,1.212958736
27692,VILLETTES,27110,,VILLETTES,49.154505976,1.046017054
27693,SYLVAINS LES MOULINS,27240,COULONGES,SYLVAINS LES MOULINS,48.905431432,1.098740558
27694,VILLEZ SOUS BAILLEUL,27950,,VILLEZ SOUS BAILLEUL,49.108111951,1.365299382
28003,ALLAINVILLE,28500,,ALLAINVILLE,48.720985482,1.29440409
28007,ANET,28260,,ANET,48.852753435,1.442802993
28018,AUTHON DU PERCHE,28330,,AUTHON DU PERCHE,48.185068167,0.888075735
28021,BAILLEAU LE PIN,28120,,BAILLEAU LE PIN,48.359419105,1.322932875
28037,BEROU LA MULOTIERE,28270,,BEROU LA MULOTIERE,48.740675638,1.07284262
28038,BETHONVILLIERS,28330,,BETHONVILLIERS,48.231174747,0.899794011
28039,BEVILLE LE COMTE,28700,,BEVILLE LE COMTE,48.440449431,1.703373623
28048,LA BOURDINIERE ST LOUP,28360,ST LOUP,LA BOURDINIERE ST LOUP,48.316551446,1.429970399
28059,BREZOLLES,28270,,BREZOLLES,48.688649724,1.064342513
28061,BROU,28160,,BROU,48.217370975,1.157542533
28067,CERNAY,28120,,CERNAY,48.384870641,1.230667398
28068,CHALLET,28300,,CHALLET,48.555526276,1.427786211
28074,LA CHAPELLE D AUNAINVILLE,28700,,LA CHAPELLE D AUNAINVILLE,48.416061576,1.797041309
28077,LA CHAPELLE FORTIN,28340,,LA CHAPELLE FORTIN,48.648115161,0.862676104
28084,CHARTAINVILLIERS,28130,,CHARTAINVILLIERS,48.543442181,1.545663921
28090,LES CHATELETS,28270,,LES CHATELETS,48.65947831,1.018247538
28091,LES CHATELLIERS NOTRE DAME,28120,,LES CHATELLIERS NOTRE DAME,48.347026397,1.209771389
28094,CHAUDON,28210,,CHAUDON,48.654491957,1.493894368
28096,LA CHAUSSEE D IVRY,28260,,LA CHAUSSEE D IVRY,48.888578073,1.488178989
28099,CHUISNES,28190,,CHUISNES,48.437041499,1.188357432
28103,CLOYES LES TROIS RIVIERES,28220,LE MEE,CLOYES LES TROIS RIVIERES,48.000617158,1.290455048
28103,CLOYES LES TROIS RIVIERES,28220,ST HILAIRE SUR YERRE,CLOYES LES TROIS RIVIERES,48.000617158,1.290455048
28109,LES CORVEES LES YYS,28240,,LES CORVEES LES YYS,48.365546622,1.146536119
28110,LE COUDRAY,28630,,LE COUDRAY,48.418879188,1.503259176
28111,COUDRAY AU PERCHE,28330,,COUDRAY AU PERCHE,48.23813203,0.857221142
28117,CRECY COUVE,28500,,CRECY COUVE,48.680354361,1.282879728
28120,CRUCEY VILLAGES,28270,,CRUCEY VILLAGES,48.668327968,1.106686824
28123,DAMPIERRE SOUS BROU,28160,,DAMPIERRE SOUS BROU,48.224793009,1.108742325
28129,DENONVILLE,28700,,DENONVILLE,48.392911893,1.799569531
28132,DONNEMAIN ST MAMES,28200,,DONNEMAIN ST MAMES,48.100586378,1.370480149
28136,ECLUZELLES,28500,,ECLUZELLES,48.70883469,1.422093179
28144,LES ETILLEUX,28330,,LES ETILLEUX,48.243879925,0.817614238
28146,FAVEROLLES,28210,,FAVEROLLES,48.681347234,1.584144924
28154,FONTAINE LA GUYON,28190,,FONTAINE LA GUYON,48.475536713,1.297583979
28155,FONTAINE LES RIBOUTS,28170,,FONTAINE LES RIBOUTS,48.65459168,1.247371502
28159,LA FRAMBOISIERE,28250,,LA FRAMBOISIERE,48.5970571,1.015849405
28162,FRESNAY LE COMTE,28360,,FRESNAY LE COMTE,48.304006659,1.478730499
28168,GALLARDON,28320,,GALLARDON,48.533556977,1.688709887
28173,GASVILLE OISEME,28300,,GASVILLE OISEME,48.473074834,1.554908855
28177,GELLAINVILLE,28630,,GELLAINVILLE,48.416069772,1.535256608
28178,GERMAINVILLE,28500,,GERMAINVILLE,48.745154915,1.477722087
28180,GILLES,28260,,GILLES,48.909549586,1.518601814
28188,LE GUE DE LONGROI,28700,,LE GUE DE LONGROI,48.491398411,1.707544033
28191,HANCHES,28130,,HANCHES,48.597413287,1.648561944
28199,JANVILLE EN BEAUCE,28310,MERVILLIERS,JANVILLE EN BEAUCE,48.198765118,1.850345978
28202,LAMBLORE,28340,,LAMBLORE,48.625318327,0.915049818
28203,LANDELLES,28190,,LANDELLES,48.462665981,1.191144605
28211,LOGRON,28200,,LOGRON,48.140999378,1.254001053
28212,LOIGNY LA BATAILLE,28140,,LOIGNY LA BATAILLE,48.126442145,1.723282538
28221,LUMEAU,28140,,LUMEAU,48.10701196,1.77719024
28226,MAILLEBOIS,28170,BLEVY,MAILLEBOIS,48.632130902,1.14962977
28236,ARCISSES,28400,MARGON,ARCISSES,48.33485535,0.898911717
28237,MAROLLES LES BUIS,28400,,MAROLLES LES BUIS,48.366330993,0.942484423
28239,MARVILLE MOUTIERS BRULE,28500,,MARVILLE MOUTIERS BRULE,48.674840896,1.378984504
28245,MESLAY LE GRENET,28120,,MESLAY LE GRENET,48.371109089,1.389979987
28247,LE MESNIL SIMON,28260,,LE MESNIL SIMON,48.889720823,1.534606991
28253,MIGNIERES,28630,,MIGNIERES,48.360584179,1.423766466
28255,MOINVILLE LA JEULIN,28700,,MOINVILLE LA JEULIN,48.376005233,1.700413554
28257,MONDONVILLE ST JEAN,28700,,MONDONVILLE ST JEAN,48.363365109,1.823882616
28260,MONTHARVILLE,28800,,MONTHARVILLE,48.176873534,1.325705586
28263,MONTIGNY SUR AVRE,28270,,MONTIGNY SUR AVRE,48.720393741,1.01242867
28264,MONTIREAU,28240,,MONTIREAU,48.414911383,1.035950254
28270,MORIERS,28800,,MORIERS,48.220873808,1.440458045
28271,MORVILLIERS,28340,,MORVILLIERS,48.64911603,0.946169238
28272,MOTTEREAU,28160,,MOTTEREAU,48.252000992,1.168375047
28276,NEUVY EN BEAUCE,28310,,NEUVY EN BEAUCE,48.275994909,1.873652238
28279,NOGENT LE ROI,28210,VACHERESSES LES BASSES,NOGENT LE ROI,48.63035885,1.523570566
28280,NOGENT LE ROTROU,28400,,NOGENT LE ROTROU,48.317378939,0.804158998
28287,ORGERES EN BEAUCE,28140,,ORGERES EN BEAUCE,48.138816105,1.684426137
28301,POISVILLIERS,28300,,POISVILLIERS,48.507174785,1.461015006
28302,PONTGOUIN,28190,,PONTGOUIN,48.491470828,1.145476469
28303,POUPRY,28140,,POUPRY,48.099877344,1.83346671
28309,PRUNAY LE GILLON,28360,,PRUNAY LE GILLON,48.366352244,1.635363421
28310,LA PUISAYE,28250,,LA PUISAYE,48.612657293,0.969398126
28323,ST ANGE ET TORCAY,28170,,ST ANGE ET TORCAY,48.649298148,1.21441113
28336,ST EMAN,28120,,ST EMAN,48.323931277,1.200511756
28339,ST GERMAIN LE GAILLARD,28190,,ST GERMAIN LE GAILLARD,48.424318896,1.254133822
28344,ST LEGER DES AUBEES,28700,,ST LEGER DES AUBEES,48.414369996,1.750057815
28346,ST LUBIN DE CRAVANT,28270,,ST LUBIN DE CRAVANT,48.707492114,1.100688145
28347,ST LUBIN DE LA HAYE,28410,,ST LUBIN DE LA HAYE,48.818852885,1.560348309
